"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Iveco S-WAY AT260S40Y/FS CLNG Paso: 5100; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CLNG Paso: 5500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CLNG Paso: 5700; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CLNG Paso: 6050; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 3800; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 4200; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 4500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 4800; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 5100; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 5500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 5700; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/FS CNG Paso: 6050; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 1LNG Paso: 4200; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 1LNG Paso: 4500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 1LNG Paso: 4800; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 1LNG Paso: 5100; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 1LNG Paso: 5500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 1LNG Paso: 5700; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 1LNG Paso: 6050; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 2LNG Paso: 4200; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 2LNG Paso: 4500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 2LNG Paso: 4800; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 2LNG Paso: 5100; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 2LNG Paso: 5500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 2LNG Paso: 5700; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS 2LNG Paso: 6050; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CLNG Paso: 4200; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CLNG Paso: 4500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CLNG Paso: 4800; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CLNG Paso: 5100; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CLNG Paso: 5500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CLNG Paso: 5700; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CLNG Paso: 6050; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 3800; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 4200; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 4500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 4800; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 5100; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 5500; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 5700; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco S-WAY AT260S40Y/PS CNG Paso: 6050; Cambio Automatizado","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/FP D GNC Paso 5700; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 3800; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 3800; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 4200; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 4200; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 4500; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 4500; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 5100; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 5100; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 6300; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S27/P GNC Paso 6300; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 3800; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 3800; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 4200; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 4200; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 4500; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 4500; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 5100; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 5100; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 6300; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S30/P GNC Paso 6300; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 3800; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 3800; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 4200; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 4200; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 4500; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 4500; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 5100; Cambio Automático","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 5100; Cambio Manual","","0,0","0,0","0,0","0,0"
"Iveco STRALIS AD190S33/P GNC Paso 6300; Cambio Automático","","0,0","0,0","0,0","0,0"
