"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Peugeot 508 Nuevo 508 5P Active BlueHDi 130 S&S 6vel MAN","","4,4","5,3","116,0","168,0"
"Peugeot 508 Nuevo 508 5P Active BlueHDi 130 S&S EAT8","","4,8","5,5","126,0","144,0"
"Peugeot 508 Nuevo 508 5P Active BlueHDi 130 S&S EAT8","","4,6","5,4","119,0","141,0"
"Peugeot 508 Nuevo 508 5P Active PureTech 180 S&S EAT8","","6,8","7,4","152,0","167,0"
"Peugeot 508 Nuevo 508 5P Active PureTech 180 S&S EAT8","","6,4","7,3","145,0","165,0"
"Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S 6vel MAN","","4,7","5,4","124,0","141,0"
"Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S 6vel MAN","","4,4","5,3","116,0","138,0"
"Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S EAT8","","4,8","5,5","126,0","144,0"
"Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S EAT8","","4,6","5,4","119,0","141,0"
"Peugeot 508 Nuevo 508 5P Allure BlueHDi 160 S&S EAT8","","5,5","6,2","145,0","164,0"
"Peugeot 508 Nuevo 508 5P Allure BlueHDi 160 S&S EAT8","","5,3","6,2","140,0","163,0"
"Peugeot 508 Nuevo 508 5P Allure PureTech 180 S&S EAT8","","6,8","7,4","152,0","167,0"
"Peugeot 508 Nuevo 508 5P Allure PureTech 180 S&S EAT8","","6,4","7,3","145,0","165,0"
"Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S 6vel MAN","","4,7","5,4","124,0","141,0"
"Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S 6vel MAN","","4,4","5,3","116,0","138,0"
"Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S EAT8","","4,8","5,5","126,0","144,0"
"Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S EAT8","","4,6","5,4","119,0","141,0"
