"Modelo","Clasificación Energética","Mínimo","Máximo","Mínimo","Máximo"
"Ford Focus (12.2020) Berlina 2.3 EcoBoost 280CV Man. ST 3","","8,0","8,0","182,0","183,0"
"Ford Focus (12.2020) Sportbreak 1.0 EcoBoost 125CV Aut. Nuevo Trend+/ST-Line/ST-Line X/Vignale/Active/Active X/Titanium","","5,9","6,2","134,0","141,0"
"Ford Focus (12.2020) Sportbreak 1.0 EcoBoost 125CV Man. Nuevo Trend+/ST-Line/ST-Line X/Vignale/Active/Active X/Titanium","","5,5","5,8","125,0","131,0"
"Ford Focus (12.2020) Sportbreak 1.0 EcoBoost Hibryd 155CV Man. Active/Active X/Titanium/ST-Line/ST-Line X/Vignale","","5,1","5,4","115,0","121,0"
"Ford Focus (12.2020) Sportbreak 1.0 EcoBoost Hybrid 125CV Man. Trend+/Active/ActiveX/Titanium/ST-Line/ST-LineX/Vignale","","5,0","5,3","114,0","120,0"
"Ford Focus (12.2020) Sportbreak 1.5 EcoBlue 120CV Aut. Nuevo Trend+/ST-Line/ST-Line X/Active/Active X/Titanium","","4,6","4,8","120,0","125,0"
"Ford Focus (12.2020) Sportbreak 1.5 EcoBlue 120CV Man. Nuevo Trend+/ST-Line/ST-Line X/Active/Active X/Titanium","","4,2","4,4","110,0","116,0"
"Ford Focus (12.2020) Sportbreak 1.5 EcoBoost 150CV Aut. ST-Line/ST-Line X/Vignale/Active/Active X/Titanium","","6,3","6,5","142,0","146,0"
"Ford Focus (12.2020) Sportbreak 1.5 EcoBoost 182CV Aut. ST-Line X","","6,4","6,5","145,0","146,0"
"Ford Focus (12.2020) Sportbreak 2.0 EcoBlue 150CV Aut. Nuevo Trend+/ST-Line/ST-Line X/Vignale/Active/Active X/Titanium","","4,5","4,9","126,0","131,0"
"Ford Focus (12.2020) Sportbreak 2.0 EcoBlue 150CV Man. ST-Line/ST-Line X/Vignale","","4,6","4,8","121,0","126,0"
"Ford Focus (12.2020) Sportbreak 2.3 EcoBoost 280CV Man. ST 3","","8,0","8,0","182,0","183,0"
"Ford Galaxy (05.2021) MPV 2.0 EcoBlue 150CV Aut. Titanium","","6,5","6,5","171,0","171,0"
"Ford Galaxy (05.2021) MPV 2.0 EcoBlue 150CV Man. Titanium","","6,1","6,1","161,0","161,0"
"Ford Galaxy (05.2021) MPV 2.0 EcoBlue 190CV Aut. 4x4 Titanium","","6,9","6,9","180,0","180,0"
"Ford Galaxy (05.2021) MPV 2.0 EcoBlue 190CV Aut. Titanium","","6,5","6,5","170,0","170,0"
"Ford Galaxy (12.2020) MPV 2.0 EcoBlue 150CV Aut. Titanium","","6,5","6,5","171,0","171,0"
"Ford Galaxy (12.2020) MPV 2.0 EcoBlue 150CV Man. Titanium","","6,1","6,1","161,0","161,0"
"Ford Galaxy (12.2020) MPV 2.0 Ecoblue 190CV Aut. 4x4 Titanium","","6,9","6,9","180,0","180,0"
"Ford Galaxy (12.2020) MPV 2.0 EcoBlue 190CV Aut. Titanium","","6,5","6,5","170,0","170,0"
"Ford Mondeo (05.2021) Berlina 2.0 TDCi 120CV Man. Trend","","4,9","4,9","129,0","129,0"
"Ford Mondeo (05.2021) Berlina 2.0 TDCi 150CV Aut. Trend/Titanium/ST-Line","","5,3","5,8","139,0","152,0"
"Ford Mondeo (05.2021) Berlina 2.0 TDCi 150CV Man. Trend/Titanium/ST-Line","","4,9","5,3","128,0","139,0"
"Ford Mondeo (05.2021) Berlina 2.0 TDCi 190CV Aut. Vignale","","5,6","5,8","148,0","153,0"
"Ford Mondeo (05.2021) Berlina 2.0 TDCi 190CV AWD Aut. ST-Line","","6,1","6,2","159,0","162,0"
"Ford Mondeo (05.2021) Berlina 2.0 TDCi 190CV AWD Aut. Vignale","","6,1","6,2","161,0","163,0"
